Spent_media,Temp,Species,Rmax,K,AUC,AUCf,aucratio,log10(ratio)
SP03_02,15,BB19_16,0.062481681,0.201234288,8.319166675,28.36453333,0.293294678,-0.5327 
SP03_02,18,BB19_16,0.100108796,0.135169104,11.382,26.72568,0.425882522,-0.3707 
SP03_02,21,BB19_16,0.132526666,0.126500243,12.51125,25.99873333,0.481225367,-0.3177 
SP03_02,25,BB19_16,0.184931024,0.098465805,10.14533336,30.68213334,0.33065932,-0.4806 
SP03_02,28,BB19_16,1.457560993,0.047514608,5.024916674,26.71133333,0.188119276,-0.7256 
SP03_02,12,WYC41_02,0.076391915,0.2177468,21.01760001,17.44893333,1.204520621,0.0808 
SP03_02,15,WYC41_02,0.343507415,0.229022297,24.46483333,17.09456666,1.431146739,0.1557 
SP03_02,18,WYC41_02,0.201076812,0.168717609,18.66,23.02688,0.810357287,-0.0913 
SP03_02,21,WYC41_02,0.284045415,0.184735511,21.04715,25.14486667,0.837035657,-0.0773 
SP03_02,25,WYC41_02,0.048566702,0.410463363,33.1595,28.2622,1.173280919,0.0694 
SP03_02,28,WYC41_02,0.074389928,0.035677497,3.411083333,24.62386667,0.138527526,-0.8585 
SP03_02,12,WYM25_02,0.479682834,0.163217345,12.61950001,17.8912,0.705346763,-0.1516 
SP03_02,15,WYM25_02,0.496680064,0.172138107,15.2481,17.62583333,0.865099523,-0.0629 
SP03_02,18,WYM25_02,0.233125202,0.154403091,17.0628,23.33681334,0.731153811,-0.1360 
SP03_02,21,WYM25_02,0.139139886,0.20368976,22.01285,24.45086667,0.900289151,-0.0456 
SP03_02,25,WYM25_02,0.053016958,0.35818888,29.9499,29.46093334,1.01659712,0.0071 
SP03_02,28,WYM25_02,0.141753143,0.20005051,18.52583334,27.74326666,0.667759625,-0.1754 
SP03_02,12,WYM25_03,0.426611037,0.184497517,18.49156334,17.68059999,1.045867411,0.0195 
SP03_02,15,WYM25_03,1.446311198,0.189680415,21.28075,17.14933335,1.240908295,0.0937 
SP03_02,18,WYM25_03,0.270777426,0.170535367,18.9471,21.66688,0.874472928,-0.0583 
SP03_02,21,WYM25_03,0.144737448,0.219917275,24.26435,23.2406,1.044050068,0.0187 
SP03_02,25,WYM25_03,0.04791519,0.274101369,24.7693,26.28133334,0.942467404,-0.0257 
SP03_02,28,WYM25_03,0.067276649,0.286892525,20.83424999,23.70446665,0.878916632,-0.0561 
SP03_02,12,BB13_09,0.108125227,0.201451816,18.35580001,17.3386,1.05866679,0.0248 
SP03_02,15,BB13_09,0.984031836,0.183221261,20.22299999,20.42733334,0.989997062,-0.0044 
SP03_02,18,BB13_09,1.273576406,0.189138997,19.389375,23.93607999,0.810048053,-0.0915 
SP03_02,21,BB13_09,0.303807956,0.188957052,21.57365,22.58153333,0.955366922,-0.0198 
SP03_02,25,BB13_09,0.050767874,0.350959784,28.1219,25.85166668,1.087817677,0.0366 
SP03_02,28,BB13_09,0.042745464,0.2632479,11.57683335,11.78426666,0.982397436,-0.0077 
SP03_02,12,SP03_02,0.04794572,0.212615546,20.04413334,21.59753335,0.928075119,-0.0324 
SP03_02,15,SP03_02,0.023507577,0.256890096,20.05416668,20.90153334,0.959459115,-0.0180 
SP03_02,18,SP03_02,0.330173414,0.172190401,19.6695,22.21541333,0.885398786,-0.0529 
SP03_02,21,SP03_02,0.545255092,0.193414198,22.49075,23.21233333,0.968913796,-0.0137 
SP03_02,25,SP03_02,0.037703627,0.361643292,28.13683334,26.115,1.077420384,0.0324 
SP03_02,28,SP03_02,0.052698493,0.285228349,17.88521667,26.18466666,0.683041602,-0.1656 
SP03_02,12,SP03_19,0.044724377,0.292852124,23.38753334,15.50099999,1.508775779,0.1786 
SP03_02,15,SP03_19,0.415577376,0.209749197,20.0579,17.92573332,1.118944461,0.0488 
SP03_02,18,SP03_19,1.944300725,0.194115461,21.586125,20.30084667,1.063311563,0.0267 
SP03_02,21,SP03_19,0.224038127,0.19267598,21.665,21.91980001,0.988375806,-0.0051 
SP03_02,25,SP03_19,0.031674813,0.502011969,29.2369,19.4858,1.500420819,0.1762 
SP03_02,28,SP03_19,0.093173083,0.288455779,23.91691667,20.84536667,1.147349291,0.0597 
SP03_19,12,S18,0.235197179,0.234611148,24.3399,15.20860001,1.600403718,0.2042 
SP03_19,15,S18,0.22306567,0.258693001,24.56341666,16.85966666,1.456933708,0.1634 
SP03_19,18,S18,0.186159731,0.127171572,12.5235,23.41081333,0.534945105,-0.2717 
SP03_19,21,S18,0.102776477,0.22831026,21.59970002,21.81786666,0.990000551,-0.0044 
SP03_19,25,S18,0.114310346,0.239702114,22.70213334,23.3699,0.971426208,-0.0126 
SP03_19,28,S18,0.08218187,0.164334887,15.14850001,26.6884,0.567606151,-0.2460 
SP03_19,12,S56,0.246185624,0.242371414,20.63291334,16.0574,1.284947335,0.1089 
SP03_19,15,S56,0.168076926,0.313083571,27.66533334,19.30353333,1.433174583,0.1563 
SP03_19,18,S56,0.075523887,0.212283608,18.104625,25.66334667,0.705466252,-0.1515 
SP03_19,21,S56,0.066407364,0.295705061,25.28700901,22.62203333,1.117804427,0.0484 
SP03_19,25,S56,0.055086601,0.378145209,32.83173334,25.96493335,1.26446438,0.1019 
SP03_19,28,S56,0.067712085,0.195276404,17.92233335,29.9808,0.5977937,-0.2234 
SP03_19,12,BB19_16,0.003696041,-0.027015144,6.235595,26.92722667,0.231572121,-0.6353 
SP03_19,15,BB19_16,0.062603295,0.018562256,1.879966664,28.36453333,0.06627878,-1.1786 
SP03_19,18,BB19_16,0.17967354,0.028886277,3.315750005,26.72568,0.124066067,-0.9063 
SP03_19,21,BB19_16,0.098019515,0.118877086,11.24825002,25.99873333,0.432646078,-0.3639 
SP03_19,25,BB19_16,0.092123821,0.054642296,5.146133338,30.68213334,0.167724104,-0.7754 
SP03_19,28,BB19_16,0.161164419,0.049719247,5.397916684,26.71133333,0.202083386,-0.6945 
SP03_19,12,WYC41_02,0.338676014,0.219668112,23.20601167,17.44893333,1.329938698,0.1238 
SP03_19,15,WYC41_02,0.700223943,0.238874554,26.66876666,17.09456666,1.560072694,0.1931 
SP03_19,18,WYC41_02,0.181225494,0.161008543,17.73075,23.02688,0.770002276,-0.1135 
SP03_19,21,WYC41_02,0.15793423,0.189508457,20.70499999,25.14486667,0.823428506,-0.0844 
SP03_19,25,WYC41_02,0.035419922,0.301654616,23.38658334,28.2622,0.827486301,-0.0822 
SP03_19,28,WYC41_02,0.095557053,0.270889976,23.25216666,24.62386667,0.944293883,-0.0249 
SP03_19,12,WYM25_02,0.185905967,0.204270174,17.90585333,17.8912,1.000819024,0.0004 
SP03_19,15,WYM25_02,0.38803938,0.224546261,20.57341666,17.62583333,1.167230864,0.0672 
SP03_19,18,WYM25_02,0.307961233,0.146205704,16.38615,23.33681334,0.702158849,-0.1536 
SP03_19,21,WYM25_02,0.151818452,0.181858283,19.99199999,24.45086667,0.817639729,-0.0874 
SP03_19,25,WYM25_02,0.032895515,0.414884519,27.22373334,29.46093334,0.924062148,-0.0343 
SP03_19,28,WYM25_02,0.059493414,0.271656134,22.64558333,27.74326666,0.816255115,-0.0882 
SP03_19,12,WYM25_03,0.271595501,0.209962022,21.97745,17.68059999,1.243026255,0.0945 
SP03_19,15,WYM25_03,0.143267901,0.242435809,25.8415,17.14933335,1.506851577,0.1781 
SP03_19,18,WYM25_03,1.66E-07,1.35E-08,0.146500007,21.66688,0.006761472,-2.1700 
SP03_19,21,WYM25_03,0.127424688,0.202844076,21.95100002,23.2406,0.9445109,-0.0248 
SP03_19,25,WYM25_03,0.045304688,0.27318063,22.74633334,26.28133334,0.865493887,-0.0627 
SP03_19,28,WYM25_03,0.042789249,0.236671823,17.48516668,23.70446665,0.737631727,-0.1322 
SP03_19,12,BB13_09,0.239787867,0.217396868,20.85560332,17.3386,1.202842405,0.0802 
SP03_19,15,BB13_09,1.26645308,0.215558812,23.94116665,20.42733334,1.172016252,0.0689 
SP03_19,18,BB13_09,0.251930229,-0.000232438,0.016000001,23.93607999,0.000668447,-3.1749 
SP03_19,21,BB13_09,0.196472028,0.17715022,19.65575,22.58153333,0.870434692,-0.0603 
SP03_19,25,BB13_09,0.046325626,0.346250469,25.39208334,25.85166668,0.982222294,-0.0078 
SP03_19,28,BB13_09,0.053751864,0.179466148,12.06425001,11.78426666,1.023759081,0.0102 
SP03_19,12,SP03_02,1.315615149,0.205042842,23.066305,21.59753335,1.068006454,0.0286 
SP03_19,15,SP03_02,0.425468734,0.241188414,26.64826666,20.90153334,1.274943145,0.1055 
SP03_19,18,SP03_02,0.06208233,0.185498387,18.45285,22.21541333,0.830632756,-0.0806 
SP03_19,21,SP03_02,0.178317513,0.197190063,21.84300002,23.21233333,0.941008373,-0.0264 
SP03_19,25,SP03_02,0.036333961,0.312581368,23.21173334,26.115,0.888827622,-0.0512 
SP03_19,28,SP03_02,0.073469799,0.330195403,26.85308332,26.18466666,1.025527026,0.0109 
SP03_19,12,SP03_19,0.256101986,0.259850589,25.8729,15.50099999,1.669111671,0.2225 
SP03_19,15,SP03_19,0.222783005,0.23425255,23.23816667,17.92573332,1.296357937,0.1127 
SP03_19,18,SP03_19,0.274463554,0.129228256,14.52705,20.30084667,0.715588381,-0.1453 
SP03_19,21,SP03_19,0.292504149,0.165687989,18.78750002,21.91980001,0.857101799,-0.0670 
SP03_19,25,SP03_19,0.040255809,0.30723859,21.89733334,19.4858,1.123758498,0.0507 
SP03_19,28,SP03_19,0.141490165,0.29700342,28.49183332,20.84536667,1.366818525,0.1357 
WYC41_02,12,S18,0.073887197,0.154603639,11.79899999,15.20860001,0.775811053,-0.1102 
WYC41_02,15,S18,0.15583168,0.195829611,18.41126666,16.85966666,1.092030289,0.0382 
WYC41_02,18,S18,0.141222345,0.137345079,13.5825,23.41081333,0.580180612,-0.2364 
WYC41_02,21,S18,0.261560272,0.138985447,14.60249999,21.81786666,0.669290917,-0.1744 
WYC41_02,25,S18,0.152066073,0.225880088,23.55954999,23.3699,1.008115139,0.0035 
WYC41_02,28,S18,0.125763069,0.225191514,23.32541666,26.6884,0.873990822,-0.0585 
WYC41_02,12,S56,0.076955714,0.182801376,14.08059999,16.0574,0.876891651,-0.0571 
WYC41_02,15,S56,0.134638187,0.225664983,18.48241666,19.30353333,0.957462882,-0.0189 
WYC41_02,18,S56,0.067927556,0.244019623,19.949,25.66334667,0.777334315,-0.1094 
WYC41_02,21,S56,0.104846409,0.226833471,21.47135,22.62203333,0.949134399,-0.0227 
WYC41_02,25,S56,0.059730342,0.345964995,31.90089999,25.96493335,1.228614746,0.0894 
WYC41_02,28,S56,0.105773736,0.281291273,28.26558336,29.9808,0.942789497,-0.0256 
WYC41_02,12,BB19_16,0.20318234,0.037129291,3.938916683,26.92722667,0.146280073,-0.8348 
WYC41_02,15,BB19_16,0.179036631,0.03192774,3.521866661,28.36453333,0.124164449,-0.9060 
WYC41_02,18,BB19_16,4.512019815,0.027351191,3.183000005,26.72568,0.119098934,-0.9241 
WYC41_02,21,BB19_16,0.389475912,0.035148751,3.972650001,25.99873333,0.152801675,-0.8159 
WYC41_02,25,BB19_16,0.043820444,0.061880072,5.885899985,30.68213334,0.19183477,-0.7171 
WYC41_02,28,BB19_16,0.152992043,0.126869519,13.60966667,26.71133333,0.509509072,-0.2928 
WYC41_02,12,WYC41_02,0.166434469,0.15407776,16.86389999,17.44893333,0.966471685,-0.0148 
WYC41_02,15,WYC41_02,0.283545551,0.138409848,15.62326666,17.09456666,0.913931717,-0.0391 
WYC41_02,18,WYC41_02,0.120714744,0.097962469,10.53725001,23.02688,0.457606502,-0.3395 
WYC41_02,21,WYC41_02,0.161246234,0.147819383,16.50905,25.14486667,0.656557468,-0.1827 
WYC41_02,25,WYC41_02,0.050984575,0.374977966,31.11499999,28.2622,1.100940478,0.0418 
WYC41_02,28,WYC41_02,0.125193009,0.236758624,23.78133332,24.62386667,0.965783873,-0.0151 
WYC41_02,12,WYM25_02,3.096358058,-0.004178571,-0.523749997,17.8912,-0.029274168,#NUM!
WYC41_02,15,WYM25_02,0.126654645,0.125502216,12.35466666,17.62583333,0.700940854,-0.1543 
WYC41_02,18,WYM25_02,0.088652388,0.100891073,10.43099997,23.33681334,0.446976192,-0.3497 
WYC41_02,21,WYM25_02,0.036897616,0.168550229,15.72935,24.45086667,0.643304395,-0.1916 
WYC41_02,25,WYM25_02,0.056705011,0.387973944,32.57024999,29.46093334,1.105540331,0.0436 
WYC41_02,28,WYM25_02,0.057166659,0.290140096,25.55841666,27.74326666,0.921247558,-0.0356 
WYC41_02,12,WYM25_03,0.406050786,0.141520191,14.044,17.68059999,0.794316935,-0.1000 
WYC41_02,15,WYM25_03,1.117856686,0.12872582,14.29666667,17.14933335,0.833657284,-0.0790 
WYC41_02,18,WYM25_03,0.736973524,-0.003101721,-0.379249995,21.66688,-0.017503674,#NUM!
WYC41_02,21,WYM25_03,0.044528432,0.224404418,20.3055,23.2406,0.87370808,-0.0586 
WYC41_02,25,WYM25_03,0.068318512,0.276275652,26.06589999,26.28133334,0.9918028,-0.0036 
WYC41_02,28,WYM25_03,0.038394592,0.294289928,22.15033333,23.70446665,0.934437111,-0.0294 
WYC41_02,12,BB13_09,0.22658377,0.140223678,14.02150002,17.3386,0.808686977,-0.0922 
WYC41_02,15,BB13_09,0.50576252,0.176103323,19.47464,20.42733334,0.953361835,-0.0207 
WYC41_02,18,BB13_09,0.891857631,-0.003269001,-0.399500007,23.93607999,-0.016690285,#NUM!
WYC41_02,21,BB13_09,0.036391961,0.203885212,17.26775,22.58153333,0.764684565,-0.1165 
WYC41_02,25,BB13_09,0.082498675,0.267969491,24.61374999,25.85166668,0.952114627,-0.0213 
WYC41_02,28,BB13_09,0.063733278,0.239475428,16.70637499,11.78426666,1.417684738,0.1516 
WYC41_02,12,SP03_02,0.249377546,0.13346606,14.36783332,21.59753335,0.665253438,-0.1770 
WYC41_02,15,SP03_02,1.365331553,0.138001309,15.34766666,20.90153334,0.734284247,-0.1341 
WYC41_02,18,SP03_02,0.018046297,0.204007107,11.70125,22.21541333,0.526717636,-0.2784 
WYC41_02,21,SP03_02,0.042843092,0.190669606,17.9315,23.21233333,0.772498815,-0.1121 
WYC41_02,25,SP03_02,0.060115807,0.286591655,26.58899999,26.115,1.018150488,0.0078 
WYC41_02,28,SP03_02,0.106153678,0.313002332,28.28683333,26.18466666,1.080282354,0.0335 
WYC41_02,12,SP03_19,0.107433905,0.165342067,17.49741667,15.50099999,1.128792767,0.0526 
WYC41_02,15,SP03_19,0.322630674,0.130065249,13.368,17.92573332,0.74574355,-0.1274 
WYC41_02,18,SP03_19,0.131763985,0.128091242,13.5725,20.30084667,0.668568175,-0.1749 
WYC41_02,21,SP03_19,0.167573187,0.16919678,18.809375,21.91980001,0.858099754,-0.0665 
WYC41_02,25,SP03_19,0.047579925,0.334886743,28.50724999,19.4858,1.462975602,0.1652 
WYC41_02,28,SP03_19,0.098503438,0.23601058,23.00819999,20.84536667,1.10375607,0.0429 
WYM25_02,12,S18,1.40E-07,2.29E-07,1.155083335,15.20860001,0.075949353,-1.1195 
WYM25_02,15,S18,0.03164084,0.027679993,1.668753989,16.85966666,0.098979062,-1.0045 
WYM25_02,18,S18,0.067033345,0.263386521,22.46025,23.41081333,0.959396399,-0.0180 
WYM25_02,21,S18,0.260292268,0.173579021,18.42749999,21.81786666,0.84460595,-0.0733 
WYM25_02,25,S18,0.344870555,0.183270996,19.83616667,23.3699,0.848791252,-0.0712 
WYM25_02,28,S18,0.078334725,0.169927077,14.39320833,26.6884,0.539305778,-0.2682 
WYM25_02,12,S56,1.41E-07,1.70E-07,0.921749996,16.0574,0.05740344,-1.2411 
WYM25_02,15,S56,0.022410454,0.020421062,1.342170662,19.30353333,0.069529792,-1.1578 
WYM25_02,18,S56,0.107103939,0.257510668,23.816,25.66334667,0.928016143,-0.0324 
WYM25_02,21,S56,0.070647449,0.274567075,26.858,22.62203333,1.187249599,0.0745 
WYM25_02,25,S56,0.007035068,0.007599593,0.619166662,25.96493335,0.023846264,-1.6226 
WYM25_02,28,S56,0.060634245,0.227898969,19.12763332,29.9808,0.637996095,-0.1952 
WYM25_02,12,BB19_16,0.506917702,0.002005485,-0.03874999,26.92722667,-0.001439064,#NUM!
WYM25_02,15,BB19_16,0.064860869,0.180609808,5.347549989,28.36453333,0.188529454,-0.7246 
WYM25_02,18,BB19_16,0.082004846,0.135657358,11.87975001,26.72568,0.444506932,-0.3521 
WYM25_02,21,BB19_16,0.101598485,0.14102897,13.9945,25.99873333,0.538276224,-0.2690 
WYM25_02,25,BB19_16,0.11751381,0.10602582,10.90400001,30.68213334,0.355385979,-0.4493 
WYM25_02,28,BB19_16,0.165017143,0.061001269,6.676333326,26.71133333,0.249943844,-0.6022 
WYM25_02,12,WYC41_02,8.10E-08,1.24E-07,0.981916673,17.44893333,0.056273736,-1.2497 
WYM25_02,15,WYC41_02,2.30737516,0.008071429,1.003499996,17.09456666,0.058702862,-1.2313 
WYM25_02,18,WYC41_02,1.427143844,0.140796218,15.60374999,23.02688,0.677631967,-0.1690 
WYM25_02,21,WYC41_02,0.19853481,0.162552933,18.13299999,25.14486667,0.721141226,-0.1420 
WYM25_02,25,WYC41_02,0.05816715,0.391439911,32.01416667,28.2622,1.132755648,0.0541 
WYM25_02,28,WYC41_02,0.118991086,0.287789871,25.01108334,24.62386667,1.015725259,0.0068 
WYM25_02,12,WYM25_02,1.27E-07,1.28E-07,0.628333334,17.8912,0.035119686,-1.4544 
WYM25_02,15,WYM25_02,0.011045224,-0.015597132,1.557289989,17.62583333,0.088352701,-1.0538 
WYM25_02,18,WYM25_02,0.429871031,0.136909548,14.942,23.33681334,0.640275936,-0.1936 
WYM25_02,21,WYM25_02,0.136152178,0.177103171,19.11299999,24.45086667,0.781690083,-0.1070 
WYM25_02,25,WYM25_02,0.056858061,0.246243411,22.48541667,29.46093334,0.763228252,-0.1173 
WYM25_02,28,WYM25_02,0.092570614,0.204863758,18.158,27.74326666,0.654501152,-0.1841 
WYM25_02,12,WYM25_03,8.41E-08,5.01E-08,0.566249991,17.68059999,0.032026628,-1.4945 
WYM25_02,15,WYM25_03,0.431704519,0.043858628,1.456549989,17.14933335,0.08493333,-1.0709 
WYM25_02,18,WYM25_03,0.076803963,-0.000532402,-0.133000005,21.66688,-0.006138401,#NUM!
WYM25_02,21,WYM25_03,0.136434387,0.189941124,21.12375001,23.2406,0.908915863,-0.0415 
WYM25_02,25,WYM25_03,0.05320901,0.213710987,19.83966667,26.28133334,0.754895743,-0.1221 
WYM25_02,28,WYM25_03,0.067104102,0.251299902,20.42333333,23.70446665,0.861581643,-0.0647 
WYM25_02,12,BB13_09,0.416454889,0.008619216,1.06541668,17.3386,0.061447676,-1.2115 
WYM25_02,15,BB13_09,0.341715637,-0.003479193,-0.471710011,20.42733334,-0.023092099,#NUM!
WYM25_02,18,BB13_09,0.397359036,0.131454683,12.77774999,23.93607999,0.533828012,-0.2726 
WYM25_02,21,BB13_09,0.139353468,0.181133033,19.91069999,22.58153333,0.88172489,-0.0547 
WYM25_02,25,BB13_09,0.066776563,0.262450769,22.40391667,25.85166668,0.866633357,-0.0622 
WYM25_02,28,BB13_09,0.048245024,0.280383788,10.04866667,11.78426666,0.85271888,-0.0692 
WYM25_02,12,SP03_02,1.98E-07,4.57E-07,1.21783333,21.59753335,0.056387612,-1.2488 
WYM25_02,15,SP03_02,0.136222684,0.014986602,-0.107296011,20.90153334,-0.005133404,#NUM!
WYM25_02,18,SP03_02,1.459434213,0.147552402,16.34875001,22.21541333,0.735919236,-0.1332 
WYM25_02,21,SP03_02,0.242654982,0.167082983,19.15087499,23.21233333,0.825030156,-0.0835 
WYM25_02,25,SP03_02,0.06996269,0.226491104,22.19366667,26.115,0.84984364,-0.0707 
WYM25_02,28,SP03_02,0.08363933,0.285344309,21.98866666,26.18466666,0.839753545,-0.0758 
WYM25_02,12,SP03_19,9.57E-08,2.69E-07,1.102499992,15.50099999,0.071124443,-1.1480 
WYM25_02,15,SP03_19,0.091543079,0.025961305,-0.003460011,17.92573332,-0.000193019,#NUM!
WYM25_02,18,SP03_19,1.316520139,0.154260953,16.95325002,20.30084667,0.835100639,-0.0783 
WYM25_02,21,SP03_19,0.146797953,0.178957762,19.64339999,21.91980001,0.896148687,-0.0476 
WYM25_02,25,SP03_19,0.076393799,0.259049831,24.24866667,19.4858,1.244427566,0.0950 
WYM25_02,28,SP03_19,0.116771136,0.288423829,27.36575001,20.84536667,1.312797728,0.1182 
WYM25_03,12,S18,0.085737949,0.174222264,8.653916658,15.20860001,0.569014679,-0.2449 
WYM25_03,15,S18,0.07411756,0.218761874,20.61616667,16.85966666,1.222809862,0.0874 
WYM25_03,18,S18,0.144582254,0.185326099,17.8775,23.41081333,0.763642841,-0.1171 
WYM25_03,21,S18,0.248053722,0.201399999,21.751625,21.81786666,0.99696388,-0.0013 
WYM25_03,25,S18,0.225076746,0.19398766,20.71908335,23.3699,0.886571331,-0.0523 
WYM25_03,28,S18,0.146444545,0.219992126,22.65833334,26.6884,0.848995569,-0.0711 
WYM25_03,12,S56,0.060056749,0.185222909,10.03579166,16.0574,0.62499481,-0.2041 
WYM25_03,15,S56,0.093106739,0.189981348,15.92116666,19.30353333,0.824779919,-0.0837 
WYM25_03,18,S56,0.097820029,0.240244027,22.547,25.66334667,0.878568189,-0.0562 
WYM25_03,21,S56,0.112739222,0.283298925,27.920625,22.62203333,1.234222609,0.0914 
WYM25_03,25,S56,0.153905308,0.269956504,28.45991666,25.96493335,1.096090495,0.0398 
WYM25_03,28,S56,0.138240782,0.247406563,25.46250001,29.9808,0.849293548,-0.0709 
WYM25_03,12,BB19_16,0.031995721,0.188574363,10.70149999,26.92722667,0.397423029,-0.4007 
WYM25_03,15,BB19_16,0.045926329,0.183401314,14.75398668,28.36453333,0.520156158,-0.2839 
WYM25_03,18,BB19_16,0.094997466,0.146082281,13.3712,26.72568,0.500312808,-0.3008 
WYM25_03,21,BB19_16,0.06810269,0.163457843,16.419375,25.99873333,0.631545191,-0.1996 
WYM25_03,25,BB19_16,0.191517997,0.115494719,11.88141668,30.68213334,0.387242196,-0.4120 
WYM25_03,28,BB19_16,1.581574537,0.076551309,8.734416659,26.71133333,0.326992912,-0.4855 
WYM25_03,12,WYC41_02,0.331278941,0.185046978,9.819370492,17.44893333,0.562749041,-0.2497 
WYM25_03,15,WYC41_02,0.084235864,0.197044748,19.96416666,17.09456666,1.167866203,0.0674 
WYM25_03,18,WYC41_02,0.154648366,0.173807991,18.8177,23.02688,0.817205805,-0.0877 
WYM25_03,21,WYC41_02,0.317221805,0.176154871,19.815375,25.14486667,0.788048521,-0.1034 
WYM25_03,25,WYC41_02,0.050816385,0.387908776,32.01025001,28.2622,1.132617065,0.0541 
WYM25_03,28,WYC41_02,0.085557587,0.278096409,27.02583335,24.62386667,1.097546284,0.0404 
WYM25_03,12,WYM25_02,0.0629845,0.180794158,5.973916666,17.8912,0.333902514,-0.4764 
WYM25_03,15,WYM25_02,0.281084898,0.137217918,12.73766666,17.62583333,0.722670323,-0.1411 
WYM25_03,18,WYM25_02,0.023200334,0.23785814,17.7773,23.33681334,0.761770673,-0.1182 
WYM25_03,21,WYM25_02,0.325122409,0.195849688,22.307025,24.45086667,0.912320422,-0.0399 
WYM25_03,25,WYM25_02,0.068027148,0.258382651,25.143,29.46093334,0.853435284,-0.0688 
WYM25_03,28,WYM25_02,0.068466663,0.273157358,25.45708332,27.74326666,0.91759502,-0.0373 
WYM25_03,12,WYM25_03,0.173669613,0.181849896,8.115041658,17.68059999,0.458979993,-0.3382 
WYM25_03,15,WYM25_03,0.177551974,0.164306658,17.26936667,17.14933335,1.006999299,0.0030 
WYM25_03,18,WYM25_03,0.030154024,0.218558822,18.605,21.66688,0.858683853,-0.0662 
WYM25_03,21,WYM25_03,0.362100441,0.192775277,22.097875,23.2406,0.950830658,-0.0219 
WYM25_03,25,WYM25_03,0.082197904,0.218941822,22.3945,26.28133334,0.852106691,-0.0695 
WYM25_03,28,WYM25_03,0.04304531,0.186170401,16.01158333,23.70446665,0.675466931,-0.1704 
WYM25_03,12,BB13_09,0.118188703,0.200525441,13.08681666,17.3386,0.754779317,-0.1222 
WYM25_03,15,BB13_09,0.276981427,0.185941152,19.75856667,20.42733334,0.967261186,-0.0145 
WYM25_03,18,BB13_09,0.726757004,0.161091657,16.1546,23.93607999,0.674905833,-0.1708 
WYM25_03,21,BB13_09,0.338659985,0.20391931,23.285925,22.58153333,1.031193261,0.0133 
WYM25_03,25,BB13_09,0.049141439,0.375270425,27.88805,25.85166668,1.078771839,0.0329 
WYM25_03,28,BB13_09,0.062664427,0.248649759,17.39283332,11.78426666,1.475936842,0.1691 
WYM25_03,12,SP03_02,0.389509551,0.203272007,16.20206667,21.59753335,0.750181347,-0.1248 
WYM25_03,15,SP03_02,0.200358464,0.173263323,18.30796667,20.90153334,0.875915005,-0.0575 
WYM25_03,18,SP03_02,0.024035368,0.254689887,19.5944,22.21541333,0.882018251,-0.0545 
WYM25_03,21,SP03_02,0.412109635,0.191166137,22.079625,23.21233333,0.951202306,-0.0217 
WYM25_03,25,SP03_02,0.050164295,0.306704596,26.88625,26.115,1.029532836,0.0126 
WYM25_03,28,SP03_02,0.120314647,0.26923529,25.59875,26.18466666,0.977623673,-0.0098 
WYM25_03,12,SP03_19,0.215467811,0.208034036,8.149750006,15.50099999,0.525756404,-0.2792 
WYM25_03,15,SP03_19,0.183384592,0.181553264,17.98066667,17.92573332,1.003064497,0.0013 
WYM25_03,18,SP03_19,0.022263542,0.290077156,21.2783,20.30084667,1.048148402,0.0204 
WYM25_03,21,SP03_19,0.253973448,0.201597655,22.908525,21.91980001,1.045106479,0.0192 
WYM25_03,25,SP03_19,0.046521468,0.352455512,28.0505,19.4858,1.439535457,0.1582 
WYM25_03,28,SP03_19,0.087870873,0.32646752,28.96383334,20.84536667,1.389461447,0.1428 
